Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Letter,Score
207,207,207,207,207,Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,BERT,3,72.78,Psalter,13,"The fool hath said in his heart, There is no God. They are corrupt, and are become abominable in their doings; there is none that doeth good, no, not one. The Lord looked down from heaven upon the sons of men, to see if there were any that did understand, or seek God. They are all gone aside, they are together become unprofitable; there is none that doeth good, no, not one. Shall all the workers of iniquity have no knowledge, who eat up my people as they eat bread? They have not called upon the Lord. There were they in great fear, where there was no fear; for the Lord is in the generation of the righteous. Ye have shamed the counsel of the poor, but the Lord is his hope. Who shall give the salvation of Israel out of Zion? When the Lord turneth back the captivity of His people, Jacob shall rejoice, and Israel shall be glad.",True,A,2
202,202,202,202,202,Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,True,D,1
217,217,217,217,217,Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,3,7.79,Bible,130,1An ode of ascents by David OLord My heart is not exalted Neither are my eyes raised up Neither am I carried along in great things Nor in things too marvelous for me If I were not humbleminded But exalted my soul Like a child weaned from his mother So You would reward my soul Let Israel hope in the Lord From this present time and unto the ages,True,B,0
127,127,127,127,127,prayer,BERT,3,39.39,Psalter,42,"Judge me, God, and give judgment in my cause against a nation that is not holy; deliver me from an unjust and deceitful man. For Thou, O God, art my strength: why hast Thou cast me off, and why go I mourning while mine enemy oppresseth me? O send out Thy light and Thy truth; they have led me, and brought me unto Thy holy mount, and to Thy tabernacles. And I will go unto the altar of God, unto God Which giveth gladness to my youth; upon the harp will I praise Thee, O God, my God. Why art thou cast down, O my soul, and why dost thou disquiet me? Hope thou in God, for I shall praise Him, the salvation of my countenance, and my God.",True,D,3
122,122,122,122,122,prayer,TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,True,A,2
130,130,130,130,130,prayer,SBERT,3,94.87,Psalter,150,"Praise God in His holy ones; praise Him in the firmament of His power. Praise Him for His mighty acts; praise Him according to the multitude of His greatness. Praise Him with the sound of the trumpet; praise Him with the psaltery and harp. Praise Him with the timbrel and dance; praise Him with the strings and pipe. Praise Him with the tuneful cymbals; praise Him with the joyful cymbals. Let everything that hath breath praise the Lord. I was the least among my brethren, and the youngest in the house of my father; I shepherded my father's sheep. My hands made an instrument, and my fingers tuned a psaltery. And who shall tell my Lord? The Lord Himself shall hear. He sent His angel, and took me from my father's sheep, and anointed me with the oil of His anointing. My brethren were comely and tall, but the Lord took not pleasure in them. I went forth to meet the Philistine, and he cursed me by his idols. But I drew his own sword, and cut off his head; and I took away the reproach from the sons of Israel. THE NINE ODES THE FIRST ODE An Ode of Moses in the Exodus. (Exodus 15: 119) When he had altogether drowned Pharaoh in the deep, Moses said, Let us sing unto the Lord, for He is gloriously glorified. Let us sing unto the Lord, for He is gloriously glorified; the horse and his rider hath He thrown into the sea. He was to me a helper and protector for salvation. He is my God, and I will glorify Him; my father's God, and I will exalt Him. The Lord breaking wars; LORD is His name. Pharaoh's chariots and his hosts hath He cast into the sea; the chosen mounted captains hath He plunged into the Red Sea. He covered them with the sea; they sank into the depths as a stone. Thy right hand, O Lord, is glorified in strength; Thy right hand, O Lord, hath dashed in pieces the enemy; and in the abundance of Thy glory hast Thou crushed the adversaries. Thou sentest forth Thy wrath; it consumed them as stubble. And through the breath of Thine anger the waters parted asunder; the waters were congealed as a wall, the waves were congealed in the midst of the sea. For 14 verses The enemy said, I will pursue, I will overtake, I will divide the spoil, I will satisfy my soul, I will destroy with my sword; my right hand shall have the dominion. Thou sentest forth Thy wind, the sea covered them; they sank as lead in the mighty water. For 12 verses Who is like unto Thee, O Lord, among the gods? Who is like Thee, glorious in holiness, marvellous in glories, doing wonders? Thou stretchedst out Thy right hand; the earth swallowed them. For 10 verses Thou in Thy righteousness hast guided this Thy people which Thou hast redeemed; Thou calledst them in Thy strength to Thy holy habitation. The nations heard, and were angry; pangs took hold upon the inhabitants of Philistia. For 8 verses Then the princes of Edom made haste, the princes also of the Moabites; trembling took hold upon them; all the inhabitants of Canaan melted away. Let fear and trembling fall upon them; by the greatness of Thine arm let them become as stone, For 6 verses Till Thy people pass over, O Lord; till they pass over, this people, which Thou hast purchased. Bring them in, and plant them in the mountain of Thine inheritance; in the place, O Lord, which Thou hast made for Thee to dwell in, in the sanctuary which Thy hands have prepared. For 4 verses The Lord reigneth for ever and ever. For the horse of Pharaoh went in with his chariots and with his horsemen into the sea, and the Lord brought again the waters of the sea upon them; but the children of Israel went on dry ground in the midst of the sea. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen. THE SECOND ODE It should be noted that the Second Ode is never chanted, except only in Great Lent, during which on Tuesday only it is chanted to the end. And for each of the troparia of the Second Ode of the Canon we say, Glory to Thee, our God, glory to Thee. An Ode of Moses in the Deuteronomy. (Deut. 32: 143) After the Law had been written, again an Ode of Moses. Attend, O ye heaven, and I will speak; and let the earth hear the words of my mouth. Let my teaching be looked for as the rain, and let my words come down as the dew, as a shower upon the grass, and as the snow upon the green herb. For I have called upon the name of the Lord. Ascribe ye majesty unto our God. As for our God, His works are true, and all His ways are judgment. God is faithful, and there is no unrighteousness in Him; just and holy is the Lord. Have not children that are blameworthy sinned against Him? O perverse and crooked generation, do ye thus requite the Lord? This is a foolish people, and unwise; did not He Himself thy Father take thee for His own, and make thee, and fashion thee? Remember the days of old, consider the years of generations and generations. Ask thy father, and he will shew thee; thine elders, and they will tell thee. When the Most High divided the nations, when He scattered the sons of Adam, He set the bounds of the nations according to the number of the angels of God. And Jacob His people became the Lord's portion; Israel was the lot of His inheritance. He satisfied him in the wilderness, in burning thirst, and in a waterless land. He led him about, He instructed him, He kept him as the apple of His eye. As an eagle watcheth over his nest, and yearneth over his young, and spreading abroad his wings, receiveth them, and taketh them up upon his back; So the Lord alone did lead them, and there was no strange God with them. He brought them up on the strength of the land; He fed them with the increase of the fields. He suckled them with honey out of the rock, and oil out of the solid rock, Butter of kine, and milk of sheep, with fat of lambs and rams, of calves and kids, with the fat of kidneys of wheat; and they drank wine, the blood of the grape. So Jacob ate, and was filled; and the beloved one kicked, he waxed fat, he grew thick and broad; then he forsook God Which made him, and departed from God his Saviour. They provoked Me to anger with strange gods, and embittered Me with their abominations. They sacrificed unto demons, not to God; to gods whom they knew not; to new gods recently arisen, whom their fathers knew not. Thou hast forsaken God that begat thee, and hast forgotten God that feedeth thee.",True,B,1
137,137,137,137,137,prayer,TF-IDF,3,19.38,Bible,141,1Understanding by David when he was in the cave a prayer Icried to the Lord with my voice With my voice I prayed to the Lord I shall pour out my supplication before Him I shall declare my affliction in His presence When my spirit fainted within me Then You knew my paths For on the way Iwas going they hid a trap for me I looked on my right and saw There was no one who knew me Refuge failed me And there was no one who cared for my soul I cried to You O Lord I said You are my hope My portion in the land of the living Attend to my supplication For I was humbled exceedingly Deliver me from my persecutors For they are stronger than I Bring my soul out of prison To give thanks to Your name O Lord The righteous shall wait for me until You reward me,True,C,0
252,252,252,252,252,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",SBERT,2,97.51,Psalter,148,"Praise ye the Lord from the heavens; praise Him in the highest. Praise ye Him, all His angels; praise ye him, all His hosts. Praise ye Him, sun and moon; praise Him, all ye stars and light. Praise Him, ye heaven of heavens, and thou water that art above the heavens. Let them praise the name of the Lord; for He spake, and they were made; He commanded, and they were created. He hath established them for ever and ever; He hath made a decree, and it shall not pass away. Praise the Lord from the earth, ye dragons and all deeps. Fire, and hail, snow, and ice, stormy wind, fulfilling His word; Mountains, and all hills; fruitful trees, and all cedars; Beasts, and all cattle; creeping things, and winged fowl; Kings of the earth, and all peoples; princes, and all judges of the earth; Both young men and maidens; old men, and children; Let them praise the name of the Lord, for His name alone is exalted. His praise is above the earth and heaven, and He shall exalt the horn of His people, A hymn is meet for all His saints; even for the sons of Israel, for the people that draw near unto Him.",False,D,3
241,241,241,241,241,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,C,2
256,256,256,256,256,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF,2,19.2,Psalter,85,"Bow down Thine ear, O Lord, and hear me, for I am poor and needy. Preserve my soul, for I am holy; O Thou my God, save Thy servant that hopeth in Thee. Be merciful unto me, O Lord; for unto Thee will I cry all the day long. Rejoice the soul of Thy servant, for unto Thee have I lifted up my soul. For Thou, Lord, art good and gentle, and plenteous in mercy unto all them that call upon Thee. Give ear, O Lord, unto my prayer, and attend to the voice of my supplication. In the day of my trouble I cried to Thee, for Thou hast heard me. Among the gods there is none like unto Thee, O Lord; neither are there any works like unto Thy works. All the nations whom Thou hast made shall come and worship before Thee, O Lord, and shall glorify Thy name. For Thou art great, and doest wondrous things, Thou art God alone. Guide me in Thy way, O Lord, and I will walk in Thy truth; let my heart rejoice that I may fear Thy name. I will praise Thee, O Lord my God, with all my heart, and I will glorify Thy name for evermore. For great is Thy mercy toward me, and Thou hast delivered my soul from the lowest Hades. O God, the transgressors are risen up against me, and the assembly of the mighty hath sought after my soul, and have not set Thee before them. But Thou, O Lord my God, art full of compassion, and merciful, longsuffering, and plenteous in mercy, and true. O look Thou upon me, and have mercy upon me; give Thy strength unto Thy servant, and save the son of Thine handmaid. Work in me a sign unto good, and let them which hate me see and be ashamed; for Thou, O Lord, hast holpen me, and comforted me.",False,A,1
246,246,246,246,246,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",BERT,2,88.62,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation.",False,B,0
477,477,477,477,477,“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,BERT,3,71.49,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,B,3
487,487,487,487,487,“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF,3,8.91,Bible,129,1An ode of ascents Out of the depths I have cried to You O Lord O Lord hear my voice Let Your ears be attentive To the voice of my supplication If You O Lord should mark transgression O Lord who would stand For there is forgiveness with You Because of Your law O Lord I waited for You My soul waited for Your word My soul hopes in the Lord From the morning watch until night From the morning watch until night Let Israel hope in the Lord For with the Lord there is mercy And with Him is abundant redemption And He shall redeem Israel From all his transgressions,True,C,2
472,472,472,472,472,“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,True,D,1
484,484,484,484,484,“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,SBERT,3,97.41,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",True,A,0
647,647,647,647,647,"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",TF-IDF,3,8.25,Psalter,74,"Unto Thee, O God will give thanks; unto Thee will we give thanks, and call upon Thy name. I will tell of all Thy wondrous works. When I shall be given the appointed time, I will judge uprightly. The earth and all the inhabitants thereof are melted; I have made fast the pillars of it. I said unto the transgressors, Transgress not; and to the sinners, Lift not up the horn. Lift not up your horn on high, and speak not unrighteousness against God. For judgment cometh neither from the outgoings of the sun, nor from the west, nor from the desert mountains; for God is judge. He putteth down one, and raiseth up another; for in the hand of the Lord is a cup full of unmingled wine. And He hath turned it from this side to that, but the dregs thereof are not wholly emptied out; all the sinners of the earth shall drink of them. But I will rejoice for ever; I will sing praises to the God of Jacob. All the horns of the sinners also will I break, but the horn of the righteous shall be exalted.",True,D,3
632,632,632,632,632,"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,True,C,2
637,637,637,637,637,"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",BERT,3,71.57,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me.",True,A,1
640,640,640,640,640,"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",SBERT,3,96.22,Psalter,150,"Praise God in His holy ones; praise Him in the firmament of His power. Praise Him for His mighty acts; praise Him according to the multitude of His greatness. Praise Him with the sound of the trumpet; praise Him with the psaltery and harp. Praise Him with the timbrel and dance; praise Him with the strings and pipe. Praise Him with the tuneful cymbals; praise Him with the joyful cymbals. Let everything that hath breath praise the Lord. I was the least among my brethren, and the youngest in the house of my father; I shepherded my father's sheep. My hands made an instrument, and my fingers tuned a psaltery. And who shall tell my Lord? The Lord Himself shall hear. He sent His angel, and took me from my father's sheep, and anointed me with the oil of His anointing. My brethren were comely and tall, but the Lord took not pleasure in them. I went forth to meet the Philistine, and he cursed me by his idols. But I drew his own sword, and cut off his head; and I took away the reproach from the sons of Israel. THE NINE ODES THE FIRST ODE An Ode of Moses in the Exodus. (Exodus 15: 119) When he had altogether drowned Pharaoh in the deep, Moses said, Let us sing unto the Lord, for He is gloriously glorified. Let us sing unto the Lord, for He is gloriously glorified; the horse and his rider hath He thrown into the sea. He was to me a helper and protector for salvation. He is my God, and I will glorify Him; my father's God, and I will exalt Him. The Lord breaking wars; LORD is His name. Pharaoh's chariots and his hosts hath He cast into the sea; the chosen mounted captains hath He plunged into the Red Sea. He covered them with the sea; they sank into the depths as a stone. Thy right hand, O Lord, is glorified in strength; Thy right hand, O Lord, hath dashed in pieces the enemy; and in the abundance of Thy glory hast Thou crushed the adversaries. Thou sentest forth Thy wrath; it consumed them as stubble. And through the breath of Thine anger the waters parted asunder; the waters were congealed as a wall, the waves were congealed in the midst of the sea. For 14 verses The enemy said, I will pursue, I will overtake, I will divide the spoil, I will satisfy my soul, I will destroy with my sword; my right hand shall have the dominion. Thou sentest forth Thy wind, the sea covered them; they sank as lead in the mighty water. For 12 verses Who is like unto Thee, O Lord, among the gods? Who is like Thee, glorious in holiness, marvellous in glories, doing wonders? Thou stretchedst out Thy right hand; the earth swallowed them. For 10 verses Thou in Thy righteousness hast guided this Thy people which Thou hast redeemed; Thou calledst them in Thy strength to Thy holy habitation. The nations heard, and were angry; pangs took hold upon the inhabitants of Philistia. For 8 verses Then the princes of Edom made haste, the princes also of the Moabites; trembling took hold upon them; all the inhabitants of Canaan melted away. Let fear and trembling fall upon them; by the greatness of Thine arm let them become as stone, For 6 verses Till Thy people pass over, O Lord; till they pass over, this people, which Thou hast purchased. Bring them in, and plant them in the mountain of Thine inheritance; in the place, O Lord, which Thou hast made for Thee to dwell in, in the sanctuary which Thy hands have prepared. For 4 verses The Lord reigneth for ever and ever. For the horse of Pharaoh went in with his chariots and with his horsemen into the sea, and the Lord brought again the waters of the sea upon them; but the children of Israel went on dry ground in the midst of the sea. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen. THE SECOND ODE It should be noted that the Second Ode is never chanted, except only in Great Lent, during which on Tuesday only it is chanted to the end. And for each of the troparia of the Second Ode of the Canon we say, Glory to Thee, our God, glory to Thee. An Ode of Moses in the Deuteronomy. (Deut. 32: 143) After the Law had been written, again an Ode of Moses. Attend, O ye heaven, and I will speak; and let the earth hear the words of my mouth. Let my teaching be looked for as the rain, and let my words come down as the dew, as a shower upon the grass, and as the snow upon the green herb. For I have called upon the name of the Lord. Ascribe ye majesty unto our God. As for our God, His works are true, and all His ways are judgment. God is faithful, and there is no unrighteousness in Him; just and holy is the Lord. Have not children that are blameworthy sinned against Him? O perverse and crooked generation, do ye thus requite the Lord? This is a foolish people, and unwise; did not He Himself thy Father take thee for His own, and make thee, and fashion thee? Remember the days of old, consider the years of generations and generations. Ask thy father, and he will shew thee; thine elders, and they will tell thee. When the Most High divided the nations, when He scattered the sons of Adam, He set the bounds of the nations according to the number of the angels of God. And Jacob His people became the Lord's portion; Israel was the lot of His inheritance. He satisfied him in the wilderness, in burning thirst, and in a waterless land. He led him about, He instructed him, He kept him as the apple of His eye. As an eagle watcheth over his nest, and yearneth over his young, and spreading abroad his wings, receiveth them, and taketh them up upon his back; So the Lord alone did lead them, and there was no strange God with them. He brought them up on the strength of the land; He fed them with the increase of the fields. He suckled them with honey out of the rock, and oil out of the solid rock, Butter of kine, and milk of sheep, with fat of lambs and rams, of calves and kids, with the fat of kidneys of wheat; and they drank wine, the blood of the grape. So Jacob ate, and was filled; and the beloved one kicked, he waxed fat, he grew thick and broad; then he forsook God Which made him, and departed from God his Saviour. They provoked Me to anger with strange gods, and embittered Me with their abominations. They sacrificed unto demons, not to God; to gods whom they knew not; to new gods recently arisen, whom their fathers knew not. Thou hast forsaken God that begat thee, and hast forgotten God that feedeth thee.",True,B,0
258,258,258,258,258,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF,4,16.67,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!",True,B,3
243,243,243,243,243,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,True,D,2
254,254,254,254,254,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",SBERT,4,97.22,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",True,A,1
248,248,248,248,248,"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",BERT,4,87.78,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed,True,C,0
