Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Score
Transgression,BERT,5,45.48,Bible,71,For Solomon OGod give Your judgments to the King And Your righteousness to the Kings Son That He may judge Your people in righteousness And Your poor with judgment Let the mountains raise up peace for Your people And the hills in righteousness He shall judge the poor of the people And shall serve the sons of the poor He shall humble the false accuser And He shall continue as long as the sun And before the moon from generation to generation And He shall come down like rain on the fleece Like raindrops falling on the earth In His days righteousness and abundance of peace shall flourish Until the moon is removed And He shall rule from sea to sea And from the river to the ends of the inhabited earth The Ethiopians shall bow down before Him And His enemies shall lick the dust The kings of Tarshish and their islands will come bearing gifts The kings of Arabia and Saba will bring presents All the kings of the earth shall worship Him All the Gentiles shall serve Him For He rescued the poor from the hand of a strong man And the needy for whom there was no helper He shall spare the poor and needy And He shall save the souls of the needy He shall redeem their souls from usury and injustice And precious shall be their name in His sight He shall live and there shall be given Him from the gold of Arabia They shall pray continually because of Him All the day long shall they bless Him He shall be a support on the earth upon the summits of the mountains His fruit shall be exalted more than Lebanon And they shall flourish from the city like the grass of the earth Let His name be blessed unto the ages His name shall remain before the sun And all the tribes of the earth shall be blessed in Him All the Gentiles shall bless Him Blessed is the Lord God The God of Israel who alone does wondrous things And blessed is the name of His glory forever and unto ages of ages And all the earth shall be filled with His glory Amen Amen The hymns of David the son of Jesse are ended,False,3
Transgression,SBERT,5,6.8,Bible,138,For the End a psalm by David OLord You test me and know me You know my sitting down and my rising up You understand my thoughts from afar You search out my path and my portion And You foresee all my ways For there is not a word on my tongue But behold O Lord You know it altogether The last things and the first things You fashioned me and placed Your hands on me Your knowledge has become too wondrous for me It has become too overwhelming I am unable to grasp it Where could I go from Your Spirit Or flee from Your face If I should ascend into heaven You would be there If I should descend into Hades You would be there If I should take up my wings at dawn And pitch camp at the furthest part of the sea Even there Your hand would lead me And Your right hand would hold me And I said Perhaps darkness shall cover me But the night shall be light to my delight For darkness shall not be dark because of You And the night shall be bright as day As its darkness so also shall be its light For You possess my heart O Lord You took hold of me from my mothers womb I will give thanks to You For I am fearfully and wondrously made Marvelous are Your works And my soul knows this very well My bone you made in secret was not hidden from You And my substance was in the lowest parts of the earth Your eyes saw me when I was unformed And all men shall be written in Your book They shall be formed day by day When as yet there were none among them Your friends O God became very honorable to me Their principalities became very strong I shall count them And they shall be multiplied more than the sand I awakened and I am still with You If You should slay sinners O God You would turn aside from me O men of blood For You will say regarding their reasoning They shall receive your cities in vain Have I not hated those who hate You O Lord And was I not wasting away because of Your enemies I hated them with perfect hatred They became my enemies Test me O God and know my heart Examine me and know my paths And see if there is a lawless way in me And lead me in the way everlasting,False,2
Transgression,TF-IDF,5,15.655005113607665,Bible,38,For the End for Jeduthun an ode by David Isaid I will guard my ways that I may not sin with my tongue I set a guard on my mouth When the sinner stood against me I was deadened and humbled and I kept silent even from good And my grief was stirred anew My heart was hot within me And in my meditation fire will be kindled I spoke with my tongue O Lord make me to know my end And what is the measure of my days So as to know what I lack Behold You made my days as a handbreadth And my existence is as nothing before You But all things are vanity and every man living Pause Nevertheless man walks about like a phantom Surely in vain they stir themselves up He stores up treasure but does not know for whom he will gather it And now what is my patience Is it not the Lord And my support is from You Deliver me from all my transgressions You made me a reproach to the undiscerning I was dumb and opened not my mouth For You are He who made me Take away Your scourges from me Because of the strength of Your hand I fainted With rebukes You chasten a man for his transgression And You cause his soul to waste away like a spider web But every man stirs himself up in vain Pause Hear my prayer O Lord And give ear to my supplication Do not be silent at my tears For I am a sojourner before You And a stranger as were all my fathers Do not forsake me that I may revive Before I depart and am no longer here,False,1
Lord I have cried unto thee,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,4
Lord I have cried unto thee,BERT,2,80.47,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long.",False,3
Lord I have cried unto thee,SBERT,2,10.71,Bible,151,1This is a psalm written with Davids own hand although outside the number when he  fought in single combat with Goliath Iwas small among my brothers And the youngest in my fathers house I tended my fathers sheep My hands built a musical instrument My fingers tuned a lyre And whoshall tell my Lord The Lord Himself He Himself hears He sent forth His Angel And took me from my fathers sheep And he anointed me with his anointing oil My brothers were handsome and tall But the Lord took no pleasure in them I went out to meet the foreigner And he cursed me with his idols But I drew his own sword and beheaded him And removed disgrace from the children of Israel,False,2
Lord I have cried unto thee,TF-IDF,2,32.66354968794389,Psalter,85,"Bow down Thine ear, O Lord, and hear me, for I am poor and needy. Preserve my soul, for I am holy; O Thou my God, save Thy servant that hopeth in Thee. Be merciful unto me, O Lord; for unto Thee will I cry all the day long. Rejoice the soul of Thy servant, for unto Thee have I lifted up my soul. For Thou, Lord, art good and gentle, and plenteous in mercy unto all them that call upon Thee. Give ear, O Lord, unto my prayer, and attend to the voice of my supplication. In the day of my trouble I cried to Thee, for Thou hast heard me. Among the gods there is none like unto Thee, O Lord; neither are there any works like unto Thy works. All the nations whom Thou hast made shall come and worship before Thee, O Lord, and shall glorify Thy name. For Thou art great, and doest wondrous things, Thou art God alone. Guide me in Thy way, O Lord, and I will walk in Thy truth; let my heart rejoice that I may fear Thy name. I will praise Thee, O Lord my God, with all my heart, and I will glorify Thy name for evermore. For great is Thy mercy toward me, and Thou hast delivered my soul from the lowest Hades. O God, the transgressors are risen up against me, and the assembly of the mighty hath sought after my soul, and have not set Thee before them. But Thou, O Lord my God, art full of compassion, and merciful, longsuffering, and plenteous in mercy, and true. O look Thou upon me, and have mercy upon me; give Thy strength unto Thy servant, and save the son of Thine handmaid. Work in me a sign unto good, and let them which hate me see and be ashamed; for Thou, O Lord, hast holpen me, and comforted me.",False,1
“Psalms that express deep lament and trust in God simultaneously during periods of persecution and feeling abandoned”,TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,4
“Psalms that express deep lament and trust in God simultaneously during periods of persecution and feeling abandoned”,BERT,1,74.61,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery.",False,3
“Psalms that express deep lament and trust in God simultaneously during periods of persecution and feeling abandoned”,SBERT,1,11.36,Bible,151,1This is a psalm written with Davids own hand although outside the number when he  fought in single combat with Goliath Iwas small among my brothers And the youngest in my fathers house I tended my fathers sheep My hands built a musical instrument My fingers tuned a lyre And whoshall tell my Lord The Lord Himself He Himself hears He sent forth His Angel And took me from my fathers sheep And he anointed me with his anointing oil My brothers were handsome and tall But the Lord took no pleasure in them I went out to meet the foreigner And he cursed me with his idols But I drew his own sword and beheaded him And removed disgrace from the children of Israel,False,2
“Psalms that express deep lament and trust in God simultaneously during periods of persecution and feeling abandoned”,TF-IDF,1,26.532891858013848,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!",False,1
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,4
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,BERT,2,72.61,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery.",False,3
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,SBERT,2,9.59,Bible,1,Blessed is the man Who walks not in the counsel of the ungodly Nor stands in the way of sinners Nor sits in the seat of the troublesome But his will is in the law of the Lord And in His law he meditates day and night He shall be like a tree Planted by streams of waters That produces its fruit in its season And his leaf shall not wither And whatever he does shall prosper Not so are the ungodly not so But they are like the dust the wind drives from the face of the earth Therefore the ungodly shall not rise in the judgment Nor sinners in the counsel of the righteous For the Lord knows the way of the righteous But the way of the ungodly shall perish,False,2
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF,2,12.919713535928102,Psalter,74,"Unto Thee, O God will give thanks; unto Thee will we give thanks, and call upon Thy name. I will tell of all Thy wondrous works. When I shall be given the appointed time, I will judge uprightly. The earth and all the inhabitants thereof are melted; I have made fast the pillars of it. I said unto the transgressors, Transgress not; and to the sinners, Lift not up the horn. Lift not up your horn on high, and speak not unrighteousness against God. For judgment cometh neither from the outgoings of the sun, nor from the west, nor from the desert mountains; for God is judge. He putteth down one, and raiseth up another; for in the hand of the Lord is a cup full of unmingled wine. And He hath turned it from this side to that, but the dregs thereof are not wholly emptied out; all the sinners of the earth shall drink of them. But I will rejoice for ever; I will sing praises to the God of Jacob. All the horns of the sinners also will I break, but the horn of the righteous shall be exalted.",False,1
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,4
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",BERT,2,90.07,Bible,60,For the End in hymns by David Hear my supplication O God Attend to my prayer From the end of the earth I cried out to You When my heart was discouraged You lifted me high on a rock You guided me for You became my hope A tower of strength from the face of the enemy I will dwell in Your tabernacle unto the ages I will be covered with the shelter of Your wings Pause For You O God hear my prayers You give an inheritance to those who fear Your name You will add days to the days of the king His years as the days of generation to generation He will abide before God forever Who will seek out His mercy and truth So I will sing praise to Your name unto ages of ages That I may pay my vows day to day,False,3
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",SBERT,2,12.35,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,False,2
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",TF-IDF,2,31.621125796202143,Psalter,73,"O God, why hast Thou cast us off for ever? Why hath Thine anger raged against the sheep of Thy pasture? Remember Thy congregation, which Thou hast purchased from the beginning. Thou hast redeemed the rod of Thine inheritance, this Mount Zion wherein Thou hast dwelt. Lift up Thy hands against their perpetual pride, against all that the enemy hath done wickedly in Thy sanctuary. And they that hate Thee have made their boast in the midst of Thy feast. They set up their ensigns for signs, though they knew it not, in the entrances on high. As in a forest of trees, they have cut down at once the doors thereof with axes; they have broken it down with axe and hammer. With fire have they burned down Thy sanctuary; they have defiled the dwelling place of Thy name to the ground. They said in their heart, the whole kindred of them together, Come, let us abolish all the feasts of God from the earth. We have not seen our signs, there is no more any prophet; and He will know us no more. O God, how long shall the enemy reproach? shall the enemy provoke Thy name for ever? Why withdrawest Thou Thy hand, even Thy right hand, out of the midst of Thy bosom for ever? But God is our king before the ages; He hath worked salvation in the midst of the earth. Thou didst establish the sea by Thy strength; Thou brakest the heads of the dragons in the water. Thou didst crush the head of the dragon; Thou gavest him to be meat for the people of the Ethiopians. Thou didst cleave the fountains and the torrents; Thou driedst up the rivers of Ethan. The day is Thine, the night also is Thine; Thou hast prepared the light and the sun. Thou hast set all the borders of the earth; Thou hast made the summer and spring. Remember this Thy creation. The enemy hath reproached the Lord, and a foolish people hath provoked Thy name. O deliver not over unto the wild beasts the soul that confesseth Thee; forget not the souls of Thy poor for ever. Have respect unto Thy covenant, for the dark places of the earth are filled with the habitations of iniquity. O let not the humble and ashamed be turned away; the poor and the needy shall praise Thy name. Arise, O God, plead Thine Own cause; remember the reproach that is made against Thee by the foolish man all the day long. Forget not the voice of Thy suppliants; the pride of them that hate Thee ascendeth continually.",False,1
Belief ,BERT,2,32.18,Psalter,42,"Judge me, God, and give judgment in my cause against a nation that is not holy; deliver me from an unjust and deceitful man. For Thou, O God, art my strength: why hast Thou cast me off, and why go I mourning while mine enemy oppresseth me? O send out Thy light and Thy truth; they have led me, and brought me unto Thy holy mount, and to Thy tabernacles. And I will go unto the altar of God, unto God Which giveth gladness to my youth; upon the harp will I praise Thee, O God, my God. Why art thou cast down, O my soul, and why dost thou disquiet me? Hope thou in God, for I shall praise Him, the salvation of my countenance, and my God.",False,2
Belief ,SBERT,2,4.82,Bible,66,For the End in hymns a psalm of an ode May God be gracious to us and bless us May He cause His face to shine upon us Pause That we may know His way on the earth Your salvation among all the Gentiles Let the peoples give thanks to You O God Let all the peoples praise You Let the Gentiles be glad and greatly rejoice For You shall judge the peoples in uprightness And lead the Gentiles on the earth Pause Let the peoples give thanks to You O God Let all the peoples praise You The earth yielded her fruit May God our God bless us May God bless us And let all the ends of the earth be in fear of Him,False,1
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,4
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",BERT,1,91.73,Bible,60,For the End in hymns by David Hear my supplication O God Attend to my prayer From the end of the earth I cried out to You When my heart was discouraged You lifted me high on a rock You guided me for You became my hope A tower of strength from the face of the enemy I will dwell in Your tabernacle unto the ages I will be covered with the shelter of Your wings Pause For You O God hear my prayers You give an inheritance to those who fear Your name You will add days to the days of the king His years as the days of generation to generation He will abide before God forever Who will seek out His mercy and truth So I will sing praise to Your name unto ages of ages That I may pay my vows day to day,False,3
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",SBERT,1,14.0,Psalter,13,"The fool hath said in his heart, There is no God. They are corrupt, and are become abominable in their doings; there is none that doeth good, no, not one. The Lord looked down from heaven upon the sons of men, to see if there were any that did understand, or seek God. They are all gone aside, they are together become unprofitable; there is none that doeth good, no, not one. Shall all the workers of iniquity have no knowledge, who eat up my people as they eat bread? They have not called upon the Lord. There were they in great fear, where there was no fear; for the Lord is in the generation of the righteous. Ye have shamed the counsel of the poor, but the Lord is his hope. Who shall give the salvation of Israel out of Zion? When the Lord turneth back the captivity of His people, Jacob shall rejoice, and Israel shall be glad.",False,2
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,1,25.45332698531523,Psalter,116,"O praise the Lord, all ye nations; praise Him, all ye peoples. For He hath made His mercy to prevail over us, and the truth of the Lord endureth for ever.",False,1
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,4
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,BERT,1,74.0,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,False,3
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,SBERT,1,9.6,Psalter,81,"God stood in the congregation of the gods, and in their midst He shall judge gods. How long will ye judge unjustly, and accept the person of sinners? Judge for the fatherless and the poor; do justice to the humble and needy. Rescue the poor and needy; deliver him out of the hand of the sinner. They have not known, nor understood; they walk on in darkness. Let all the foundations of the earth be moved. I have said, Ye are gods, and all of you are the sons of the Most High. But ye shall die like men, and fall like one of the princes. Arise, O God, judge the earth, for Thou shalt inherit among all the nations.",False,2
“Compare psalms that emphasize divine wrath versus psalms that emphasize divine mercy and forgiveness”,TF-IDF,1,14.559068320196548,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!",False,1
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,False,3
