Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Letter,Score
Refuge ,TF-IDF,1,14.99,Bible,90,The praise of an ode by David He who dwells in the help of the Most High Shall lodge in the shelter of the God of heaven He shall say to the Lord You are my protector and my refuge My God I will hope in Him For He shall free me from the snare of the hunters And from every troubling word He shall overshadow you with His shoulders And under His wings you shall hope His truth shall encircle you with a shield You shall not be frightened by fear at night Nor from an arrow that flies by day Nor by a thing moving in darkness Nor by mishap and a demon of noonday A thousand shall fall at your side And ten thousand at your right hand Yet it shall not come near you But you shall observe with your eyes And you shall see the reward of sinners For You O Lord are my hope You made the Most High your refuge Evils shall not come to you And a scourge shall not draw near your dwelling For He shall command His angels concerning you To keep you in all your ways In their hands they shall bear you up Lest you strike your foot against a stone You shall tread upon the asp and the basilisk And you shall trample the lion and the dragon For he hoped in Me and I will deliver him I will shelter him because he knew My name He shall call upon Me and I will hear him I am with him in affliction And I will deliver and glorify him With length of days I will satisfy him And show him My salvation,False,D,3
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,False,A,0
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",BERT,3,87.99,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long.",False,B,1
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",SBERT,3,97.44,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",False,C,2
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF,3,18.4,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery.",False,D,3
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,A,0
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",BERT,1,85.53,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long.",False,B,1
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",SBERT,1,97.15,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",False,C,2
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",TF-IDF,1,15.91,Psalter,97,"O sing unto the Lord a new song, for the Lord hath done marvellous things. His right hand, and His holy arm, have wrought salvation for Him. The Lord hath made known His salvation; His righteousness hath He openly shewed in the sight of the heathen. He hath remembered His mercy to Jacob, and His truth to the house of Israel. All the ends of the earth have seen the salvation of our God. Shout with jubilation unto God, all the earth; sing, rejoice, and make melody. Shout with jubilation before the Lord our King; let the sea be moved, and the fulness thereof; the world, and all they that dwell therein. The rivers shall clap their hands, the mountains shall rejoice at the presence of the Lord; for He cometh, He cometh to judge the earth. He shall judge the world with righteousness, and the peoples with equity.",False,D,3
The Lord is my helper; I will not fear what man shall do unto me.,TF-IDF + GloVe,3,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth,False,A,0
The Lord is my helper; I will not fear what man shall do unto me.,BERT,3,83.45,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed,False,B,1
The Lord is my helper; I will not fear what man shall do unto me.,SBERT,3,96.82,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",False,C,2
The Lord is my helper; I will not fear what man shall do unto me.,TF-IDF,3,19.94,Psalter,33,"I will bless the Lord at all times; His praise shall continually be in my mouth. My soul shall be praised in the Lord; let the meek hear thereof, and be glad. O magnify the Lord with me, and let us exalt His name for ever. I sought the Lord, and He heard me, and delivered me from all my troubles. O come unto him, and be lightened; and your faces shall not be ashamed. This poor man cried, and the Lord heard him, and saved him out of all his troubles. The angel of the Lord shall encamp round about them that fear Him, and shall deliver them. O taste and see that the Lord is good; blessed is the man that hopeth in Him. O fear the Lord, all ye His saints; for there is no want to them that fear Him. The rich became poor, and suffered hunger; but they that seek the Lord shall not be deprived of any good thing. Come, ye children, hearken unto me; I will teach you the fear of the Lord. What man is he that desireth life, that loveth to see good days? Keep thy tongue from evil, and thy lips from speaking guile. Turn away from evil, and do good; seek peace, and pursue it. The eyes of the Lord are upon the righteous, and His ears are open unto their supplication. The face of the Lord is against them that do evil, to cut off the remembrance of them from the earth. The righteous cried, and the Lord heard them, and delivered them out of all their troubles. The Lord is nigh unto them that are of a contrite heart, and will save the humble of spirit. Many are the afflictions of the righteous, but the Lord shall deliver them out of them all. The Lord keepeth all their bones; not one of them shall be broken. The death of the sinners is evil, and they that hate the righteous shall go astray. The Lord shall redeem the souls of His servants, and none of them that hope in Him shall go astray.",False,D,3
law,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,A,0
law,BERT,2,32.72,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,False,B,1
law,SBERT,2,93.81,Psalter,150,"Praise God in His holy ones; praise Him in the firmament of His power. Praise Him for His mighty acts; praise Him according to the multitude of His greatness. Praise Him with the sound of the trumpet; praise Him with the psaltery and harp. Praise Him with the timbrel and dance; praise Him with the strings and pipe. Praise Him with the tuneful cymbals; praise Him with the joyful cymbals. Let everything that hath breath praise the Lord. I was the least among my brethren, and the youngest in the house of my father; I shepherded my father's sheep. My hands made an instrument, and my fingers tuned a psaltery. And who shall tell my Lord? The Lord Himself shall hear. He sent His angel, and took me from my father's sheep, and anointed me with the oil of His anointing. My brethren were comely and tall, but the Lord took not pleasure in them. I went forth to meet the Philistine, and he cursed me by his idols. But I drew his own sword, and cut off his head; and I took away the reproach from the sons of Israel. THE NINE ODES THE FIRST ODE An Ode of Moses in the Exodus. (Exodus 15: 119) When he had altogether drowned Pharaoh in the deep, Moses said, Let us sing unto the Lord, for He is gloriously glorified. Let us sing unto the Lord, for He is gloriously glorified; the horse and his rider hath He thrown into the sea. He was to me a helper and protector for salvation. He is my God, and I will glorify Him; my father's God, and I will exalt Him. The Lord breaking wars; LORD is His name. Pharaoh's chariots and his hosts hath He cast into the sea; the chosen mounted captains hath He plunged into the Red Sea. He covered them with the sea; they sank into the depths as a stone. Thy right hand, O Lord, is glorified in strength; Thy right hand, O Lord, hath dashed in pieces the enemy; and in the abundance of Thy glory hast Thou crushed the adversaries. Thou sentest forth Thy wrath; it consumed them as stubble. And through the breath of Thine anger the waters parted asunder; the waters were congealed as a wall, the waves were congealed in the midst of the sea. For 14 verses The enemy said, I will pursue, I will overtake, I will divide the spoil, I will satisfy my soul, I will destroy with my sword; my right hand shall have the dominion. Thou sentest forth Thy wind, the sea covered them; they sank as lead in the mighty water. For 12 verses Who is like unto Thee, O Lord, among the gods? Who is like Thee, glorious in holiness, marvellous in glories, doing wonders? Thou stretchedst out Thy right hand; the earth swallowed them. For 10 verses Thou in Thy righteousness hast guided this Thy people which Thou hast redeemed; Thou calledst them in Thy strength to Thy holy habitation. The nations heard, and were angry; pangs took hold upon the inhabitants of Philistia. For 8 verses Then the princes of Edom made haste, the princes also of the Moabites; trembling took hold upon them; all the inhabitants of Canaan melted away. Let fear and trembling fall upon them; by the greatness of Thine arm let them become as stone, For 6 verses Till Thy people pass over, O Lord; till they pass over, this people, which Thou hast purchased. Bring them in, and plant them in the mountain of Thine inheritance; in the place, O Lord, which Thou hast made for Thee to dwell in, in the sanctuary which Thy hands have prepared. For 4 verses The Lord reigneth for ever and ever. For the horse of Pharaoh went in with his chariots and with his horsemen into the sea, and the Lord brought again the waters of the sea upon them; but the children of Israel went on dry ground in the midst of the sea. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen. THE SECOND ODE It should be noted that the Second Ode is never chanted, except only in Great Lent, during which on Tuesday only it is chanted to the end. And for each of the troparia of the Second Ode of the Canon we say, Glory to Thee, our God, glory to Thee. An Ode of Moses in the Deuteronomy. (Deut. 32: 143) After the Law had been written, again an Ode of Moses. Attend, O ye heaven, and I will speak; and let the earth hear the words of my mouth. Let my teaching be looked for as the rain, and let my words come down as the dew, as a shower upon the grass, and as the snow upon the green herb. For I have called upon the name of the Lord. Ascribe ye majesty unto our God. As for our God, His works are true, and all His ways are judgment. God is faithful, and there is no unrighteousness in Him; just and holy is the Lord. Have not children that are blameworthy sinned against Him? O perverse and crooked generation, do ye thus requite the Lord? This is a foolish people, and unwise; did not He Himself thy Father take thee for His own, and make thee, and fashion thee? Remember the days of old, consider the years of generations and generations. Ask thy father, and he will shew thee; thine elders, and they will tell thee. When the Most High divided the nations, when He scattered the sons of Adam, He set the bounds of the nations according to the number of the angels of God. And Jacob His people became the Lord's portion; Israel was the lot of His inheritance. He satisfied him in the wilderness, in burning thirst, and in a waterless land. He led him about, He instructed him, He kept him as the apple of His eye. As an eagle watcheth over his nest, and yearneth over his young, and spreading abroad his wings, receiveth them, and taketh them up upon his back; So the Lord alone did lead them, and there was no strange God with them. He brought them up on the strength of the land; He fed them with the increase of the fields. He suckled them with honey out of the rock, and oil out of the solid rock, Butter of kine, and milk of sheep, with fat of lambs and rams, of calves and kids, with the fat of kidneys of wheat; and they drank wine, the blood of the grape. So Jacob ate, and was filled; and the beloved one kicked, he waxed fat, he grew thick and broad; then he forsook God Which made him, and departed from God his Saviour. They provoked Me to anger with strange gods, and embittered Me with their abominations. They sacrificed unto demons, not to God; to gods whom they knew not; to new gods recently arisen, whom their fathers knew not. Thou hast forsaken God that begat thee, and hast forgotten God that feedeth thee.",False,C,2
law,TF-IDF,2,22.17,Bible,1,Blessed is the man Who walks not in the counsel of the ungodly Nor stands in the way of sinners Nor sits in the seat of the troublesome But his will is in the law of the Lord And in His law he meditates day and night He shall be like a tree Planted by streams of waters That produces its fruit in its season And his leaf shall not wither And whatever he does shall prosper Not so are the ungodly not so But they are like the dust the wind drives from the face of the earth Therefore the ungodly shall not rise in the judgment Nor sinners in the counsel of the righteous For the Lord knows the way of the righteous But the way of the ungodly shall perish,False,D,3
Lord I have cried unto thee,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,True,A,0
Lord I have cried unto thee,BERT,5,78.35,Psalter,53,"Save me, O God, by Thy name, and judge me by Thy strength. Hear my prayer, O God; give ear to the words of my mouth. For strangers are risen up against me, and the mighty have sought after my soul; and they have not set God before them. For behold, God helpeth me, and the Lord is the protector of my soul. He shall bring evils upon my enemies; cut them off in Thy truth. I will freely sacrifice unto Thee; I will praise Thy name, O Lord, for it is good. For Thou hast delivered me out of every trouble, and mine eye hath looked down upon mine enemies.",True,B,1
Lord I have cried unto thee,SBERT,5,96.36,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",True,C,2
Lord I have cried unto thee,TF-IDF,5,27.6,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery.",True,D,3
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,A,0
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",BERT,1,89.21,Bible,60,For the End in hymns by David Hear my supplication O God Attend to my prayer From the end of the earth I cried out to You When my heart was discouraged You lifted me high on a rock You guided me for You became my hope A tower of strength from the face of the enemy I will dwell in Your tabernacle unto the ages I will be covered with the shelter of Your wings Pause For You O God hear my prayers You give an inheritance to those who fear Your name You will add days to the days of the king His years as the days of generation to generation He will abide before God forever Who will seek out His mercy and truth So I will sing praise to Your name unto ages of ages That I may pay my vows day to day,False,B,1
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",SBERT,1,97.59,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",False,C,2
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF,1,20.53,Psalter,140,"Lord, I have cried unto Thee, hear Thou me; give ear unto the voice of my supplication when I cry unto Thee. Let my prayer be set forth before Thee as incense, the lifting up of my hands as an evening sacrifice. Set a watch, O Lord, before my mouth, and a door of enclosure about my lips. Incline not my heart to evil words, to make excuse with pretexts for sins with men that work iniquity; I shall not join with their chosen. The righteous shall chasten me with mercy, and reprove me; but let not the oil of the sinner anoint my head. For yet shall my prayer be against their pleasures; their judges have been swallowed up like unto a rock. They will hear my words, for they are sweet; as when a clod of earth is broken up upon the ground, so have their bones been scattered nigh unto Hades. But my eyes are unto Thee, Lord, O Lord; in Thee have I hoped; take not away my soul. Keep me from the snare which they have laid for me, and from the stumbling blocks of the workers of iniquity. The wicked shall fall into their own net; I am alone until that I pass hence.",False,D,3
